id_transacao,compradora,alvo,setor,valuation_brl,data_anuncio,status,email_assessor
5214,Martins,da Paz,Tecnologia,404864967.04,2025-08-20,Cancelada,advisor.levi@ficticio-ma.com.br
5215,Rocha e Filhos,das Neves das Neves - ME,Energia,449239086.18,2023-12-28,Em Due Diligence,advisor.maria laura@ficticio-ma.com.br
5216,Novaes S.A.,Pereira S/A,Energia,224982140.77,2026-04-11,Concluída,advisor.emanuel@ficticio-ma.com.br
5217,Fernandes Novaes - EI,da Rocha,Finanças,158317970.65,2026-01-31,Cancelada,advisor.eloah@ficticio-ma.com.br
5218,Vieira,da Luz,Logística,331306973.32,2024-03-26,Concluída,advisor.isadora@ficticio-ma.com.br
5219,Pimenta Campos - ME,Fonseca,Energia,174107600.55,2025-05-25,Concluída,advisor.matteo@ficticio-ma.com.br
5220,Macedo Pastor - ME,Casa Grande S/A,Saúde,290868859.91,2024-03-07,Cancelada,advisor.samuel@ficticio-ma.com.br
5221,Melo,das Neves - ME,Energia,365647620.86,2026-04-16,Cancelada,advisor.maria júlia@ficticio-ma.com.br
5222,Cassiano - EI,da Mota - ME,Finanças,275099599.62,2025-04-14,Cancelada,advisor.vinicius@ficticio-ma.com.br
5223,Pires S/A,Aparecida Dias e Filhos,Logística,185857049.82,2025-09-26,Concluída,advisor.nina@ficticio-ma.com.br
5224,Santos Castro S.A.,Moreira,Saúde,318059551.49,2025-02-06,Análise de NDA,advisor.alexandre@ficticio-ma.com.br
5225,Oliveira,Martins,Finanças,306164829.89,2025-02-07,Concluída,advisor.josé miguel@ficticio-ma.com.br
5226,Guerra,da Rocha Melo e Filhos,Saúde,169992983.8,2023-11-18,Análise de NDA,advisor.gustavo henrique@ficticio-ma.com.br
5227,Barbosa,Aragão - ME,Energia,285704537.32,2023-12-03,Análise de NDA,advisor.liz@ficticio-ma.com.br
5228,Mendes Ltda.,Pereira,Energia,478371925.27,2025-06-11,Análise de NDA,advisor.luiz henrique@ficticio-ma.com.br
5229,Rodrigues S/A,Borges das Neves S.A.,Varejo,120642557.27,2025-10-31,Análise de NDA,advisor.esther@ficticio-ma.com.br
5230,Machado,da Costa - ME,Logística,99258936.87,2026-04-03,Em Due Diligence,advisor.nicolas@ficticio-ma.com.br
5231,Sampaio S/A,Cavalcanti S.A.,Tecnologia,321571371.93,2024-01-24,Cancelada,advisor.pietra@ficticio-ma.com.br
5232,Barbosa,Pires,Saúde,351499289.65,2024-04-06,Cancelada,advisor.catarina@ficticio-ma.com.br
5233,Vieira,Pastor - ME,Saúde,490905122.54,2024-02-17,Concluída,advisor.raul@ficticio-ma.com.br
5234,Jesus Montenegro - ME,Sá,Logística,141357846.42,2025-04-18,Análise de NDA,advisor.yuri@ficticio-ma.com.br
5235,Borges,Nunes,Saúde,149031768.89,2026-01-01,Concluída,advisor.ana lívia@ficticio-ma.com.br
5236,Melo e Filhos,Almeida Sousa e Filhos,Saúde,373193551.56,2024-04-03,Análise de NDA,advisor.yasmin@ficticio-ma.com.br
5237,Cirino S/A,da Mota,Tecnologia,337943951.41,2025-08-19,Concluída,advisor.gabriel@ficticio-ma.com.br
5238,Novais Moraes e Filhos,Aparecida Andrade S.A.,Energia,426028807.0,2024-02-18,Análise de NDA,advisor.maria sophia@ficticio-ma.com.br
5239,Jesus,Cassiano,Saúde,222478090.27,2026-09-15,Em Due Diligence,advisor.marcela@ficticio-ma.com.br
5240,Duarte - ME,Vieira,Saúde,395513895.62,2024-08-16,Análise de NDA,advisor.evelyn@ficticio-ma.com.br
5241,Guerra,Nascimento,Finanças,425578153.23,2023-09-26,Análise de NDA,advisor.rebeca@ficticio-ma.com.br
5242,Vasconcelos Cardoso Ltda.,Cirino,Varejo,291789305.46,2025-05-31,Em Due Diligence,advisor.asafe@ficticio-ma.com.br
5243,Novais,Correia,Finanças,408697319.68,2024-12-12,Em Due Diligence,advisor.stephany@ficticio-ma.com.br
5244,Sales S/A,Marques,Varejo,408523517.13,2024-01-15,Análise de NDA,advisor.vitor@ficticio-ma.com.br
5245,Viana Abreu - EI,Moraes,Finanças,321831040.74,2023-12-30,Cancelada,advisor.maya@ficticio-ma.com.br
5246,Guerra Guerra S/A,Andrade,Finanças,89680723.15,2026-01-21,Análise de NDA,advisor.raquel@ficticio-ma.com.br
5247,Porto,Castro Moreira e Filhos,Logística,303431834.41,2025-01-02,Em Due Diligence,advisor.raquel@ficticio-ma.com.br
5248,Moura,Rodrigues Montenegro Ltda.,Energia,174294167.79,2024-06-15,Análise de NDA,advisor.anthony@ficticio-ma.com.br
5249,Garcia,Rocha Costa Ltda.,Energia,204795411.56,2026-08-12,Em Due Diligence,advisor.vitória@ficticio-ma.com.br
5250,Cavalcanti,Abreu e Filhos,Varejo,300967939.29,2025-05-08,Análise de NDA,advisor.lucas@ficticio-ma.com.br
5251,Gonçalves,Cirino Pereira - ME,Saúde,132097309.94,2024-02-06,Cancelada,advisor.daniel@ficticio-ma.com.br
5252,Costa,Castro Almeida - ME,Tecnologia,312090599.99,2025-01-07,Em Due Diligence,advisor.mariana@ficticio-ma.com.br
5253,Novais,Carvalho,Saúde,213795913.74,2026-03-08,Cancelada,advisor.andré@ficticio-ma.com.br
5254,da Rosa,Costela,Saúde,250936618.87,2024-07-30,Em Due Diligence,advisor.davi miguel@ficticio-ma.com.br
5255,Araújo,Costa Cirino Ltda.,Logística,341187635.69,2025-01-10,Em Due Diligence,advisor.valentina@ficticio-ma.com.br
5256,Nunes,Marques Vasconcelos Ltda.,Finanças,108193373.94,2025-03-25,Em Due Diligence,advisor.luiz henrique@ficticio-ma.com.br
5257,Vasconcelos Aragão - ME,Garcia - EI,Saúde,212365940.91,2024-08-14,Concluída,advisor.luara@ficticio-ma.com.br
5258,Gonçalves S/A,Souza,Logística,222538577.07,2026-06-22,Concluída,advisor.francisco@ficticio-ma.com.br
5259,Mendonça Oliveira Ltda.,da Luz - ME,Saúde,245214654.08,2025-04-12,Cancelada,advisor.yan@ficticio-ma.com.br
5260,Macedo,Machado Cavalcante S.A.,Logística,481200576.68,2026-01-12,Concluída,advisor.mariane@ficticio-ma.com.br
5261,Macedo - EI,Porto Ltda.,Saúde,137187939.87,2023-10-19,Cancelada,advisor.ana sophia@ficticio-ma.com.br
5262,Costela,Borges,Tecnologia,132408775.4,2026-05-08,Análise de NDA,advisor.maria laura@ficticio-ma.com.br
5263,Lopes,Abreu,Logística,95413379.32,2023-11-19,Concluída,advisor.alana@ficticio-ma.com.br
5264,da Cruz,Castro e Filhos,Finanças,369387150.05,2025-05-07,Concluída,advisor.bernardo@ficticio-ma.com.br
5265,da Paz Cavalcanti S.A.,da Rocha S/A,Saúde,226682872.57,2024-11-07,Em Due Diligence,advisor.amanda@ficticio-ma.com.br
5266,da Rocha,Camargo,Varejo,230910692.24,2024-08-17,Em Due Diligence,advisor.antonella@ficticio-ma.com.br
5267,Cassiano S/A,da Rosa - ME,Finanças,176010390.45,2024-10-24,Concluída,advisor.maria liz@ficticio-ma.com.br
5268,da Rocha Azevedo Ltda.,Lima Vieira S/A,Saúde,452139272.0,2025-05-10,Análise de NDA,advisor.ana laura@ficticio-ma.com.br
5269,Ribeiro Cirino e Filhos,Moreira Albuquerque S.A.,Tecnologia,377687193.86,2025-08-27,Análise de NDA,advisor.joão vitor@ficticio-ma.com.br
5270,Cavalcante Lopes e Filhos,Leão Borges S/A,Logística,37336515.31,2024-10-24,Cancelada,advisor.ana laura@ficticio-ma.com.br
5271,Rodrigues Pinto - ME,Dias,Saúde,492630865.37,2024-05-21,Cancelada,advisor.gustavo henrique@ficticio-ma.com.br
5272,Rocha S.A.,Camargo S/A,Saúde,223067990.4,2024-01-10,Concluída,advisor.henry@ficticio-ma.com.br
5273,Nunes - ME,Siqueira,Saúde,141405650.78,2024-04-08,Em Due Diligence,advisor.juliana@ficticio-ma.com.br
5274,da Rosa Ltda.,Guerra,Saúde,388493999.79,2025-04-15,Cancelada,advisor.maria fernanda@ficticio-ma.com.br
5275,da Luz,Silveira Câmara e Filhos,Varejo,301630320.71,2024-09-21,Concluída,advisor.marcelo@ficticio-ma.com.br
5276,Mendonça,Machado,Saúde,256342344.04,2024-04-20,Em Due Diligence,advisor.kevin@ficticio-ma.com.br
5277,Jesus S/A,Fogaça,Varejo,311938368.66,2024-05-01,Cancelada,advisor.hellena@ficticio-ma.com.br
5278,Moura - ME,Alves Ltda.,Finanças,186774729.86,2026-01-28,Cancelada,advisor.calebe@ficticio-ma.com.br
5279,da Mata Mendonça - EI,Nascimento,Energia,466790796.64,2024-02-24,Análise de NDA,advisor.bryan@ficticio-ma.com.br
5280,Vieira,Pastor,Saúde,305284892.85,2026-03-14,Análise de NDA,advisor.maria flor@ficticio-ma.com.br
5281,Casa Grande,Novaes Abreu - ME,Tecnologia,323730779.88,2025-08-29,Em Due Diligence,advisor.maria helena@ficticio-ma.com.br
5282,Barbosa,Fernandes Fernandes S/A,Energia,181975244.23,2023-12-03,Análise de NDA,advisor.bryan@ficticio-ma.com.br
5283,Macedo,Silveira Macedo e Filhos,Saúde,336628206.74,2026-04-29,Em Due Diligence,advisor.larissa@ficticio-ma.com.br
5284,da Rosa Montenegro Ltda.,Borges,Logística,386748224.99,2024-10-21,Cancelada,advisor.augusto@ficticio-ma.com.br
5285,Camargo,Marques,Finanças,138688628.89,2026-03-23,Concluída,advisor.ester@ficticio-ma.com.br
5286,Leão,da Mata - ME,Logística,480608481.57,2024-06-12,Cancelada,advisor.kevin@ficticio-ma.com.br
5287,das Neves S/A,Pimenta Costela S/A,Tecnologia,146263697.94,2026-05-02,Cancelada,advisor.isabelly@ficticio-ma.com.br
5288,Santos Albuquerque - ME,Rodrigues Macedo e Filhos,Varejo,443579309.5,2025-06-27,Cancelada,advisor.luan@ficticio-ma.com.br
5289,Fogaça,Silva,Saúde,156011321.53,2024-12-26,Cancelada,advisor.josé@ficticio-ma.com.br
5290,Cardoso,Correia,Varejo,352683484.99,2024-09-16,Concluída,advisor.arthur@ficticio-ma.com.br
5291,Lopes,Nascimento Novaes S.A.,Energia,36085878.72,2023-11-27,Em Due Diligence,advisor.luiz felipe@ficticio-ma.com.br
5292,Peixoto Lima S/A,Novaes e Filhos,Saúde,29125708.1,2025-06-03,Análise de NDA,advisor.maria laura@ficticio-ma.com.br
5293,Santos,Farias,Saúde,417188516.75,2025-10-24,Em Due Diligence,advisor.breno@ficticio-ma.com.br
5294,Montenegro da Conceição e Filhos,Pacheco,Saúde,44326846.77,2025-05-10,Análise de NDA,advisor.yan@ficticio-ma.com.br
5295,Pereira,Siqueira,Saúde,337694871.31,2026-05-30,Em Due Diligence,advisor.maria clara@ficticio-ma.com.br
5296,Albuquerque,Farias,Saúde,63615266.03,2024-06-30,Concluída,advisor.alice@ficticio-ma.com.br
5297,Borges,Costela,Energia,38110142.15,2024-07-19,Análise de NDA,advisor.eloá@ficticio-ma.com.br
5298,Rodrigues Fogaça S.A.,Cavalcante,Energia,47604436.49,2024-09-12,Análise de NDA,advisor.lara@ficticio-ma.com.br
5299,Albuquerque,Silva S.A.,Saúde,313892571.88,2023-10-04,Cancelada,advisor.hellena@ficticio-ma.com.br
5300,Casa Grande - ME,da Mota da Costa e Filhos,Saúde,349728599.19,2026-04-15,Cancelada,advisor.kaique@ficticio-ma.com.br
5301,Mendonça,Ferreira,Tecnologia,131804047.76,2023-12-02,Análise de NDA,advisor.ana júlia@ficticio-ma.com.br
5302,das Neves - ME,Vasconcelos Pereira e Filhos,Tecnologia,368506168.39,2025-10-21,Em Due Diligence,advisor.beatriz@ficticio-ma.com.br
5303,da Cunha Gonçalves S.A.,da Mata Peixoto e Filhos,Energia,70241989.01,2024-07-12,Concluída,advisor.ravi lucca@ficticio-ma.com.br
5304,Alves,Camargo,Saúde,442060812.03,2023-12-01,Concluída,advisor.augusto@ficticio-ma.com.br
5305,Gomes Cardoso - EI,Cavalcante,Energia,47027420.58,2024-06-21,Concluída,advisor.juan@ficticio-ma.com.br
5306,Castro Fernandes e Filhos,Silveira S.A.,Energia,337085565.71,2024-03-20,Em Due Diligence,advisor.anna liz@ficticio-ma.com.br
5307,Viana - EI,Abreu,Energia,192706297.71,2024-02-12,Cancelada,advisor.ana vitória@ficticio-ma.com.br
5308,Duarte,Camargo,Logística,307227506.09,2025-06-20,Em Due Diligence,advisor.pedro miguel@ficticio-ma.com.br
5309,Sampaio,Gonçalves,Energia,144715689.74,2025-11-12,Em Due Diligence,advisor.anthony@ficticio-ma.com.br
5310,Monteiro,Cunha S/A,Finanças,369021985.81,2024-06-06,Análise de NDA,advisor.rafaela@ficticio-ma.com.br
5311,Cirino S.A.,Cavalcanti Pereira - EI,Logística,425892612.07,2026-09-01,Análise de NDA,advisor.juan@ficticio-ma.com.br
5312,Fogaça - ME,das Neves,Tecnologia,153205840.47,2025-02-28,Análise de NDA,advisor.matteo@ficticio-ma.com.br
5313,Machado - ME,Garcia Novaes Ltda.,Energia,248189850.94,2024-09-09,Em Due Diligence,advisor.josé pedro@ficticio-ma.com.br
5314,Dias Fonseca e Filhos,Moura Ltda.,Varejo,115674623.95,2024-04-29,Análise de NDA,advisor.maya@ficticio-ma.com.br
5315,Sampaio,Câmara e Filhos,Energia,497330505.73,2023-11-24,Em Due Diligence,advisor.antony@ficticio-ma.com.br
5316,Rezende S/A,da Cruz Campos S.A.,Logística,168604032.9,2024-09-28,Concluída,advisor.rafael@ficticio-ma.com.br
5317,Peixoto e Filhos,Moreira,Saúde,59004835.05,2026-05-07,Análise de NDA,advisor.pedro lucas@ficticio-ma.com.br
5318,Câmara Pacheco e Filhos,Cassiano Rocha e Filhos,Energia,133893472.91,2024-05-03,Cancelada,advisor.vitor@ficticio-ma.com.br
5319,Almeida,Pires,Varejo,291751164.75,2025-08-04,Em Due Diligence,advisor.raul@ficticio-ma.com.br
5320,da Cruz,Oliveira,Saúde,163569751.86,2025-10-07,Concluída,advisor.emilly@ficticio-ma.com.br
5321,Fernandes e Filhos,Peixoto - ME,Varejo,69196076.16,2023-12-29,Concluída,advisor.liam@ficticio-ma.com.br
5322,Carvalho,Peixoto Lima Ltda.,Energia,265210370.38,2024-07-21,Cancelada,advisor.ágatha@ficticio-ma.com.br
5323,Nascimento Jesus - EI,Porto S.A.,Logística,336635235.16,2024-02-10,Análise de NDA,advisor.benjamin@ficticio-ma.com.br
5324,Vargas,Garcia Nascimento S/A,Saúde,293115774.93,2024-03-26,Em Due Diligence,advisor.diogo@ficticio-ma.com.br
5325,Sampaio Cassiano - ME,Cavalcante Barros - ME,Finanças,491603975.25,2026-07-07,Concluída,advisor.eduarda@ficticio-ma.com.br
5326,Macedo S.A.,Cardoso S/A,Tecnologia,382173347.83,2026-06-08,Cancelada,advisor.vitor hugo@ficticio-ma.com.br
5327,Macedo,Barros,Energia,343774362.71,2026-08-17,Cancelada,advisor.rhavi@ficticio-ma.com.br
5328,Azevedo - ME,Souza,Finanças,399455818.34,2024-05-21,Concluída,advisor.carlos eduardo@ficticio-ma.com.br
5329,Pacheco - ME,Jesus,Tecnologia,202601630.02,2026-04-10,Em Due Diligence,advisor.valentina@ficticio-ma.com.br
5330,Câmara,da Costa Moura e Filhos,Energia,322989654.26,2024-08-24,Cancelada,advisor.matheus@ficticio-ma.com.br
5331,Nascimento Ltda.,Pacheco,Varejo,20627653.96,2025-05-16,Concluída,advisor.luna@ficticio-ma.com.br
5332,Alves,Rios Jesus e Filhos,Logística,201061790.81,2026-01-09,Concluída,advisor.ester@ficticio-ma.com.br
5333,Araújo Cassiano e Filhos,Ferreira - EI,Finanças,277268114.5,2024-04-16,Cancelada,advisor.brayan@ficticio-ma.com.br
5334,Pires Caldeira - ME,Jesus,Logística,128807499.65,2024-05-06,Em Due Diligence,advisor.catarina@ficticio-ma.com.br
5335,Nascimento Cavalcante - EI,Costela Pastor - ME,Energia,40592515.93,2023-12-20,Cancelada,advisor.davi lucas@ficticio-ma.com.br
5336,da Costa - ME,Moura,Energia,476647691.99,2024-11-08,Cancelada,advisor.otávio@ficticio-ma.com.br
5337,Lopes,da Costa S/A,Logística,212097931.41,2025-04-13,Em Due Diligence,advisor.emanuel@ficticio-ma.com.br
5338,Camargo,Pacheco Nogueira S/A,Energia,55629881.53,2024-06-08,Concluída,advisor.thomas@ficticio-ma.com.br
5339,Fonseca,Vargas,Energia,49471679.77,2025-01-08,Análise de NDA,advisor.joão guilherme@ficticio-ma.com.br
5340,Campos Pimenta S.A.,Campos Monteiro S.A.,Saúde,215219265.07,2025-10-17,Análise de NDA,advisor.renan@ficticio-ma.com.br
5341,Pacheco,Campos - EI,Saúde,459959474.98,2025-06-01,Concluída,advisor.pietro@ficticio-ma.com.br
5342,Borges e Filhos,Freitas - EI,Varejo,387133892.02,2023-11-15,Cancelada,advisor.arthur@ficticio-ma.com.br
5343,da Conceição Albuquerque e Filhos,Martins,Finanças,387027898.44,2024-12-13,Cancelada,advisor.luísa@ficticio-ma.com.br
5344,Sá S/A,Andrade Cardoso S/A,Tecnologia,227246518.36,2026-08-06,Análise de NDA,advisor.lucas@ficticio-ma.com.br
5345,Costa S/A,Câmara Ltda.,Energia,320140269.99,2023-11-18,Cancelada,advisor.luiz henrique@ficticio-ma.com.br
5346,das Neves,Dias Marques - ME,Varejo,175709828.99,2026-02-26,Concluída,advisor.cauê@ficticio-ma.com.br
5347,Lopes,Oliveira Garcia S.A.,Logística,275586516.97,2024-07-09,Concluída,advisor.arthur@ficticio-ma.com.br
5348,Jesus Montenegro e Filhos,Cassiano S.A.,Saúde,230898375.05,2026-08-28,Análise de NDA,advisor.luiz felipe@ficticio-ma.com.br
5349,Carvalho,Lopes,Saúde,106287376.23,2026-06-30,Concluída,advisor.ana laura@ficticio-ma.com.br
5350,Araújo,Mendonça,Varejo,389988294.18,2024-12-13,Análise de NDA,advisor.ian@ficticio-ma.com.br
5351,Cunha Sá - ME,Cunha,Logística,291323242.72,2024-12-07,Concluída,advisor.ágatha@ficticio-ma.com.br
5352,Gonçalves da Rosa S/A,Machado,Energia,330560245.55,2024-01-17,Análise de NDA,advisor.pedro@ficticio-ma.com.br
5353,Nunes Fernandes e Filhos,Fogaça,Finanças,108835734.31,2024-08-01,Em Due Diligence,advisor.benicio@ficticio-ma.com.br
5354,Silva Costela e Filhos,Araújo,Tecnologia,277372047.83,2025-08-16,Concluída,advisor.eduardo@ficticio-ma.com.br
5355,Gonçalves - ME,Pires - EI,Varejo,9455022.12,2024-04-03,Cancelada,advisor.ana liz@ficticio-ma.com.br
5356,Araújo Ltda.,Andrade Barros e Filhos,Saúde,83697337.45,2025-04-11,Análise de NDA,advisor.heloísa@ficticio-ma.com.br
5357,Barros Dias - ME,Nascimento,Tecnologia,345929488.44,2026-05-20,Em Due Diligence,advisor.raul@ficticio-ma.com.br
5358,Novaes,Caldeira,Energia,74959075.9,2026-02-22,Cancelada,advisor.eduardo@ficticio-ma.com.br
5359,Sousa,Pacheco Santos S.A.,Saúde,316898126.44,2026-08-18,Em Due Diligence,advisor.léo@ficticio-ma.com.br
5360,Silva e Filhos,Silva Câmara S.A.,Finanças,29486592.81,2024-04-09,Concluída,advisor.théo@ficticio-ma.com.br
5361,Moura,Souza,Logística,481879186.34,2024-03-14,Concluída,advisor.bárbara@ficticio-ma.com.br
5362,da Mota,Souza,Varejo,299656769.92,2026-04-13,Em Due Diligence,advisor.marcos vinicius@ficticio-ma.com.br
5363,Azevedo,Cirino Novaes Ltda.,Logística,398503152.94,2023-10-08,Concluída,advisor.lunna@ficticio-ma.com.br
5364,Cardoso,Campos - EI,Varejo,62214181.52,2025-08-30,Cancelada,advisor.eloá@ficticio-ma.com.br
5365,Pinto e Filhos,Almeida,Finanças,429989165.12,2024-09-22,Cancelada,advisor.clarice@ficticio-ma.com.br
5366,Ramos,Fonseca,Varejo,354854802.44,2023-12-22,Em Due Diligence,advisor.dom@ficticio-ma.com.br
5367,Gonçalves Pires S.A.,Jesus - EI,Tecnologia,195379753.95,2024-01-22,Em Due Diligence,advisor.ana beatriz@ficticio-ma.com.br
5368,Cunha S.A.,Sá S.A.,Logística,421526258.51,2026-06-14,Concluída,advisor.emanuelly@ficticio-ma.com.br
5369,Almeida - EI,Sales,Logística,70272990.47,2025-01-08,Cancelada,advisor.fernanda@ficticio-ma.com.br
5370,Gonçalves Marques - ME,Mendes da Mata S.A.,Varejo,189215135.37,2024-07-10,Concluída,advisor.maya@ficticio-ma.com.br
5371,Ramos da Paz e Filhos,Alves,Saúde,407473937.77,2024-04-23,Em Due Diligence,advisor.josé@ficticio-ma.com.br
5372,Brito Sousa - EI,Sousa,Tecnologia,263116817.36,2026-06-01,Concluída,advisor.joão pedro@ficticio-ma.com.br
5373,Pires,Moura,Logística,66996950.38,2024-12-24,Concluída,advisor.sofia@ficticio-ma.com.br
5374,Câmara,Câmara Farias - EI,Saúde,239720773.37,2024-06-06,Em Due Diligence,advisor.henry@ficticio-ma.com.br
5375,Ramos - ME,da Costa,Tecnologia,288405578.88,2024-09-01,Em Due Diligence,advisor.natália@ficticio-ma.com.br
5376,Casa Grande,Novais - ME,Tecnologia,481455426.48,2025-11-03,Concluída,advisor.catarina@ficticio-ma.com.br
5377,Melo Porto S.A.,Fernandes,Energia,170821947.56,2024-09-12,Cancelada,advisor.luiza@ficticio-ma.com.br
5378,Rezende,Pimenta,Tecnologia,445092128.5,2025-10-12,Em Due Diligence,advisor.leandro@ficticio-ma.com.br
5379,Rios,Moreira,Varejo,225260812.02,2023-10-22,Concluída,advisor.davi lucas@ficticio-ma.com.br
5380,Leão,Moraes,Tecnologia,148413860.08,2024-08-14,Análise de NDA,advisor.caroline@ficticio-ma.com.br
5381,Mendonça,Vieira,Saúde,158109063.02,2024-03-22,Análise de NDA,advisor.joão guilherme@ficticio-ma.com.br
5382,Gonçalves - EI,Fernandes Alves S.A.,Logística,275990183.91,2023-09-21,Cancelada,advisor.cauã@ficticio-ma.com.br
5383,Moreira,Ferreira,Saúde,331540801.54,2025-02-25,Análise de NDA,advisor.pedro lucas@ficticio-ma.com.br
5384,Câmara S/A,Mendonça,Energia,170302101.18,2026-05-15,Concluída,advisor.caroline@ficticio-ma.com.br
5385,Sales Cardoso - EI,Pires,Tecnologia,412832719.33,2026-07-22,Concluída,advisor.stella@ficticio-ma.com.br
5386,Pereira S/A,Aragão Ltda.,Energia,310240719.38,2025-03-31,Em Due Diligence,advisor.yuri@ficticio-ma.com.br
5387,da Costa,Mendonça,Saúde,145163596.46,2025-05-12,Cancelada,advisor.maria isis@ficticio-ma.com.br
5388,Pacheco,da Rocha da Cruz e Filhos,Saúde,268447661.11,2024-11-19,Concluída,advisor.daniel@ficticio-ma.com.br
5389,Nascimento,das Neves S/A,Saúde,356173445.8,2026-01-12,Em Due Diligence,advisor.gabrielly@ficticio-ma.com.br
5390,Câmara,Siqueira Leão e Filhos,Logística,364777545.53,2024-06-30,Em Due Diligence,advisor.breno@ficticio-ma.com.br
5391,Casa Grande,Aragão Guerra S/A,Finanças,92610778.74,2026-05-20,Análise de NDA,advisor.maysa@ficticio-ma.com.br
5392,Fernandes Gomes S/A,Cardoso S.A.,Energia,448801612.95,2023-11-02,Concluída,advisor.pietro@ficticio-ma.com.br
5393,Almeida - EI,Sousa Aragão e Filhos,Logística,14918107.09,2026-08-04,Cancelada,advisor.otávio@ficticio-ma.com.br
5394,Vieira Melo e Filhos,da Paz,Tecnologia,217145276.68,2026-01-22,Em Due Diligence,advisor.manuela@ficticio-ma.com.br
5395,Guerra Ltda.,Rios Teixeira e Filhos,Saúde,366497343.08,2024-03-27,Cancelada,advisor.liz@ficticio-ma.com.br
5396,Sousa,Rezende S/A,Finanças,54712670.19,2026-06-07,Concluída,advisor.nina@ficticio-ma.com.br
5397,da Costa S/A,Ribeiro Sampaio - EI,Varejo,150816437.61,2024-10-29,Análise de NDA,advisor.allana@ficticio-ma.com.br
5398,Albuquerque da Conceição S/A,Cardoso,Energia,292961118.19,2026-07-12,Concluída,advisor.bernardo@ficticio-ma.com.br
5399,Sousa,Novais Albuquerque S.A.,Varejo,310862596.03,2025-03-12,Cancelada,advisor.luiz felipe@ficticio-ma.com.br
5400,Araújo S.A.,Camargo,Logística,187428184.53,2023-12-14,Em Due Diligence,advisor.dante@ficticio-ma.com.br
5401,Aparecida e Filhos,da Paz - ME,Energia,125519154.33,2025-12-25,Análise de NDA,advisor.liz@ficticio-ma.com.br
5402,Novaes,Gomes,Energia,155928894.65,2025-07-09,Cancelada,advisor.stella@ficticio-ma.com.br
5403,Azevedo,Gonçalves Ltda.,Tecnologia,37961985.69,2025-06-09,Análise de NDA,advisor.joão lucas@ficticio-ma.com.br
5404,Aparecida,Rezende,Varejo,201119011.27,2024-01-28,Cancelada,advisor.ana júlia@ficticio-ma.com.br
5405,da Conceição S/A,Freitas da Mota Ltda.,Saúde,494484810.66,2026-03-14,Concluída,advisor.arthur gabriel@ficticio-ma.com.br
5406,da Cruz Fogaça e Filhos,da Rocha Macedo Ltda.,Varejo,486393518.55,2026-03-01,Concluída,advisor.juan@ficticio-ma.com.br
5407,Campos Cunha Ltda.,Oliveira S/A,Varejo,143837181.82,2025-09-24,Cancelada,advisor.alexandre@ficticio-ma.com.br
5408,Barros,Montenegro,Tecnologia,23522917.76,2026-05-17,Em Due Diligence,advisor.nina@ficticio-ma.com.br
5409,Cardoso,Castro,Tecnologia,176556964.25,2023-11-17,Cancelada,advisor.ísis@ficticio-ma.com.br
5410,Jesus,Vasconcelos Ltda.,Saúde,201728765.68,2026-08-18,Análise de NDA,advisor.manuella@ficticio-ma.com.br
5411,Novaes Nascimento e Filhos,Silveira,Energia,374271632.42,2026-08-03,Análise de NDA,advisor.joão felipe@ficticio-ma.com.br
5412,Barros - ME,Jesus Albuquerque - EI,Saúde,85181544.82,2025-11-29,Em Due Diligence,advisor.ágatha@ficticio-ma.com.br
5413,da Rocha Rocha e Filhos,Moreira,Tecnologia,192699191.04,2024-09-19,Cancelada,advisor.thales@ficticio-ma.com.br
5414,Macedo,Pires,Varejo,448352054.77,2025-03-22,Em Due Diligence,advisor.ryan@ficticio-ma.com.br
5415,Monteiro da Paz e Filhos,Fernandes,Energia,353000809.06,2025-05-22,Cancelada,advisor.lavínia@ficticio-ma.com.br
5416,Costela e Filhos,Sousa,Varejo,452277665.61,2025-10-21,Cancelada,advisor.brayan@ficticio-ma.com.br
5417,Silveira,Vasconcelos,Energia,273606672.34,2024-02-18,Cancelada,advisor.marcos vinicius@ficticio-ma.com.br
5418,Vargas,Carvalho,Saúde,42427237.36,2025-01-21,Concluída,advisor.lucas@ficticio-ma.com.br
5419,Santos Teixeira Ltda.,Moraes,Logística,55537727.59,2025-12-08,Concluída,advisor.mariane@ficticio-ma.com.br
5420,Lima,Costela - ME,Saúde,14176475.85,2025-01-30,Em Due Diligence,advisor.anthony gabriel@ficticio-ma.com.br
5421,Cassiano,Cirino e Filhos,Finanças,381433345.41,2024-02-19,Em Due Diligence,advisor.emanuella@ficticio-ma.com.br
5422,Nogueira,Novais Marques Ltda.,Tecnologia,392310950.65,2026-04-16,Análise de NDA,advisor.calebe@ficticio-ma.com.br
5423,Ribeiro e Filhos,Brito,Tecnologia,125279750.98,2026-08-08,Cancelada,advisor.laura@ficticio-ma.com.br
5424,Teixeira - EI,Aragão,Finanças,421019755.65,2026-07-30,Cancelada,advisor.aylla@ficticio-ma.com.br
5425,Pires Cardoso S.A.,da Mota,Logística,445395700.08,2024-02-20,Cancelada,advisor.raquel@ficticio-ma.com.br
5426,Câmara Ribeiro S/A,Nogueira Ltda.,Varejo,337484063.5,2024-12-12,Concluída,advisor.cecília@ficticio-ma.com.br
5427,Silva Azevedo S.A.,Moreira Carvalho - EI,Finanças,114065296.34,2026-01-03,Concluída,advisor.maria julia@ficticio-ma.com.br
